employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment,vol_exit_date,left,tenure_m_at_ref,last_rating,last_goal,last_promo_rec,n_reviews,n_promo_recs,repeat_promo_rec,ever_promo_rec,eligible_never_rec,goal_delta,surveyed,responded,non_responder,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future,eng_index,d_manager_effectiveness,d_career_development,d_recognition,hist_response_rate,mgr_span,ref_date
E11124,Leslie Hernandez,2023-11-24,,active,Retail Banking,Corporate-Support,2,"Manager, Retail Banking",139100.0,1.03,Female,30-34,South Asian,Part-time,False,False,E13928,direct,NovaCorp-Origin,WorkdayHR,70.0,25,False,,0,11.038107752956636,Outstanding,87.5,True,1.0,1.0,0,1,0,0.0,True,True,0,4.96,3.34,3.48,3.13,2.89,4.01,4.3,3.49,3.7,0.0,0.0,0.0,0.3333333333333333,14.0,2024-10-25
E11125,Mrs. Susan Newton MD,2023-11-26,,active,Retail Banking,Management,1,Team Leader,135600.0,1.02,Female,30-34,Middle Eastern,Full-time,False,False,E06643,agency,NovaCorp-Origin,WorkdayHR,18.0,25,False,,0,10.972404730617608,Below Expectations,59.5,False,1.0,0.0,0,0,0,0.0,True,True,0,2.24,1.79,1.07,3.04,1.69,3.29,2.34,2.1,2.1950000000000003,0.6900000000000002,1.08,0.07000000000000006,1.0,8.0,2024-10-25
E11126,Jon George,2023-11-27,,active,Retail Banking,Technology,1,Junior Developer,73000.0,0.84,Non-binary,35-39,Maori/Aboriginal & Torres Strait Islander,Part-time,False,False,E00396,direct,NovaCorp-Origin,WorkdayHR,84.0,25,False,,0,10.939553219448094,High Performer,65.0,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,-0.16000000000000014,0.8499999999999996,-0.3600000000000003,1.0,3.0,2024-10-25
E11127,Phillip Gill,2023-11-28,,active,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",152800.0,0.98,Male,35-39,Anglo-Australian,Full-time,False,False,E00738,direct,NovaCorp-Origin,WorkdayHR,28.0,25,False,,0,10.90670170827858,High Performer,70.8,True,1.0,1.0,0,1,0,0.0,True,True,0,2.91,4.83,3.32,4.11,3.91,2.15,3.32,3.45,3.5,-1.1499999999999995,1.7100000000000004,0.020000000000000018,1.0,3.0,2024-10-25
E11128,Stephanie Livingston,2023-11-30,,active,Retail Banking,Corporate-Support,1,Specialist,106700.0,0.99,Female,25-29,Anglo-Australian,Full-time,False,False,E12080,agency,NovaCorp-Origin,WorkdayHR,40.0,25,False,,0,10.840998685939553,Below Expectations,45.9,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,-0.18999999999999995,0.6100000000000003,0.5699999999999994,1.0,4.0,2024-10-25
E11129,Nicholas Flynn,2023-12-01,,active,Technology,Corporate-Support,3,"Senior Manager, Technology",204900.0,1.02,Male,35-39,Anglo-Australian,Part-time,False,False,E00209,graduate,NovaCorp-Origin,WorkdayHR,62.0,25,False,,0,10.808147174770038,Meets Expectations,69.4,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.11000000000000032,0.3700000000000001,-0.28000000000000025,1.0,16.0,2024-10-25
E11130,Brian Garcia,2023-12-01,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",188500.0,0.97,Male,30-34,Southeast Asian,Casual,False,False,E09312,referral,NovaCorp-Origin,WorkdayHR,35.0,25,False,,0,10.808147174770038,Below Expectations,58.1,False,1.0,0.0,0,0,0,0.0,True,True,0,4.87,2.53,4.46,4.2,4.0,3.84,5.0,3.09,3.9987500000000002,0.7300000000000004,0.2200000000000002,0.1900000000000004,0.6666666666666666,3.0,2024-10-25
E11131,Michael Welch MD,2023-12-02,,active,Technology,Technology,1,Engineer,99600.0,0.92,Male,25-29,South Asian,Fixed-term,False,False,E01111,agency,NovaCorp-Origin,WorkdayHR,85.0,25,False,,0,10.775295663600525,Meets Expectations,64.2,False,1.0,0.0,0,0,0,0.0,True,True,0,4.02,4.39,2.39,4.82,4.5,5.0,3.22,3.7,4.005000000000001,-0.2400000000000002,0.7700000000000005,-1.46,1.0,2.0,2024-10-25
E11132,Ann Ayala,2023-12-02,,active,Risk & Compliance,Risk-Compliance,1,Risk Analyst,104400.0,0.97,Female,25-29,Anglo-Australian,Part-time,False,False,E01410,referral,NovaCorp-Origin,WorkdayHR,68.0,25,False,,0,10.775295663600525,Outstanding,91.4,True,1.0,1.0,0,1,0,0.0,True,True,0,4.75,4.78,4.35,2.65,2.81,4.21,3.64,4.94,4.01625,0.6500000000000004,-0.26000000000000023,0.5399999999999996,1.0,1.0,2024-10-25
E11134,Michael Rodriguez,2023-12-09,,active,Retail Banking,Corporate-Support,2,"Manager, Retail Banking",119800.0,0.89,Male,18-24,Anglo-Australian,Full-time,False,True,E01942,direct,NovaCorp-Origin,WorkdayHR,21.0,25,False,,0,10.545335085413928,Meets Expectations,54.6,False,1.0,0.0,0,0,1,0.0,True,True,0,1.24,3.1,3.14,4.45,3.58,2.31,4.39,3.87,3.26,-0.97,0.8900000000000001,-0.3500000000000001,1.0,8.0,2024-10-25
E11135,Jonathan Orozco,2023-12-10,,active,Risk & Compliance,Operations-Processing,1,Analyst,92100.0,0.99,Male,35-39,Southeast Asian,Full-time,False,False,E04338,direct,NovaCorp-Origin,WorkdayHR,49.0,25,False,,0,10.512483574244415,Meets Expectations,61.8,False,1.0,0.0,0,0,0,0.0,True,True,0,2.59,2.81,2.22,4.32,3.26,3.2,3.32,1.27,2.8737500000000002,-0.06000000000000005,-0.1899999999999995,-1.3499999999999996,1.0,6.0,2024-10-25
E11136,Alexander Patterson,2023-12-11,,active,Technology,Client-Advisory,1,Senior Adviser,138500.0,1.03,Male,25-29,Anglo-Australian,Full-time,False,False,E10688,acquisition,NovaCorp-Origin,WorkdayHR,78.0,25,False,,0,10.4796320630749,Meets Expectations,74.2,False,1.0,0.0,0,0,0,0.0,True,True,0,1.0,5.0,1.92,4.65,3.71,3.7,2.41,2.9,3.16125,-1.2999999999999998,0.2400000000000002,-0.020000000000000018,1.0,3.0,2024-10-25
E11137,Shannon Hoover,2023-12-15,,active,Technology,Client-Advisory,1,Client Service Officer,57000.0,0.94,Female,18-24,Anglo-Australian,Full-time,True,False,E00636,direct,NovaCorp-Origin,WorkdayHR,49.0,24,False,,0,10.348226018396845,Meets Expectations,74.6,False,1.0,0.0,0,0,0,0.0,True,True,0,3.88,3.13,4.28,3.55,3.79,4.41,4.81,4.05,3.9875,-0.29000000000000004,-0.3700000000000001,0.020000000000000462,1.0,2.0,2024-10-25
E11138,Paul Ferguson,2023-12-17,,active,Insurance,Management,1,Administration Officer,58100.0,1.0,Male,18-24,Anglo-Australian,Part-time,False,False,E01601,agency,NovaCorp-Origin,WorkdayHR,60.0,24,False,,0,10.282522996057818,High Performer,80.3,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,2.0,2024-10-25
E11139,Steven Decker,2023-12-21,,active,Retail Banking,Management,2,"Manager, Retail Banking",133400.0,0.86,Male,18-24,Anglo-Australian,Full-time,False,False,E02795,acquisition,NovaCorp-Origin,WorkdayHR,84.0,24,False,,0,10.151116951379763,Meets Expectations,54.7,False,1.0,0.0,0,0,0,0.0,True,True,0,3.14,3.79,4.11,3.37,2.16,2.95,2.21,2.44,3.02125,0.41999999999999993,0.0,1.8800000000000003,1.0,6.0,2024-10-25
E11140,Sandra Page,2023-12-21,,active,Corporate Operations,Risk-Compliance,3,"Senior Manager, Corporate Operations",174700.0,1.08,Female,35-39,Anglo-Australian,Full-time,False,True,E10094,referral,NovaCorp-Origin,WorkdayHR,46.0,24,False,,0,10.151116951379763,Meets Expectations,62.3,False,1.0,0.0,0,0,1,0.0,True,True,0,4.77,3.83,4.07,3.59,3.74,3.82,4.86,4.57,4.15625,0.6099999999999994,-0.4800000000000004,-0.05999999999999961,1.0,12.0,2024-10-25
E11141,Mr. Tony Smith,2023-12-22,,active,Insurance,Client-Advisory,1,Adviser,114400.0,0.9,Male,35-39,Latin American,Full-time,False,False,E01327,referral,NovaCorp-Origin,WorkdayHR,68.0,24,False,,0,10.11826544021025,High Performer,73.1,False,1.0,0.0,0,0,0,0.0,True,True,0,4.51,4.33,3.88,2.24,2.0,3.75,2.74,1.93,3.1725000000000003,1.0,0.14000000000000012,-0.0900000000000003,1.0,3.0,2024-10-25
E11142,Brian Marshall,2023-12-24,,active,Corporate Operations,Management,1,Administration Officer,56200.0,1.06,Male,30-34,East Asian,Part-time,False,False,E02097,direct,NovaCorp-Origin,WorkdayHR,45.0,24,False,,0,10.052562417871222,High Performer,58.9,True,1.0,1.0,0,1,0,0.0,True,True,0,3.64,1.78,2.08,4.89,5.0,3.48,3.54,3.98,3.54875,0.06000000000000005,0.9999999999999996,-0.45999999999999996,1.0,4.0,2024-10-25
E11143,Susan Johnson,2023-12-24,,active,Retail Banking,Client-Advisory,1,Adviser,109400.0,1.05,Female,30-34,Anglo-Australian,Part-time,False,True,E02739,referral,NovaCorp-Origin,WorkdayHR,80.0,24,False,,0,10.052562417871222,High Performer,69.6,True,1.0,1.0,0,1,0,0.0,True,True,0,3.9,3.01,2.47,3.24,3.98,3.85,4.98,2.73,3.5200000000000005,0.19999999999999973,0.9900000000000002,-0.9299999999999997,1.0,2.0,2024-10-25
E11144,Cathy Mcdonald,2023-12-24,,active,Technology,Technology,1,Junior Developer,65700.0,1.05,Prefer not to say,30-34,Anglo-Australian,Full-time,False,False,E01712,agency,NovaCorp-Origin,WorkdayHR,24.0,24,False,,0,10.052562417871222,High Performer,94.6,False,1.0,0.0,0,0,0,0.0,True,True,0,4.21,4.82,2.75,4.57,3.22,3.65,3.34,2.58,3.6425,-0.7800000000000002,0.6000000000000001,-0.96,1.0,3.0,2024-10-25
E11145,Laura Haney,2023-12-25,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",157500.0,0.95,Female,30-34,European (non-Anglo),Full-time,False,True,E03533,agency,NovaCorp-Origin,WorkdayHR,62.0,24,False,,0,10.019710906701707,Meets Expectations,57.7,False,1.0,0.0,0,0,1,0.0,False,,0,,,,,,,,,,0.18999999999999995,-0.08999999999999986,0.71,1.0,2.0,2024-10-25
E11146,Tammy Gibson,2023-12-25,,active,Technology,Risk-Compliance,3,"Senior Manager, Technology",183300.0,0.94,Female,25-29,Anglo-Australian,Full-time,True,False,E00645,agency,NovaCorp-Origin,WorkdayHR,81.0,24,False,,0,10.019710906701707,Outstanding,95.7,True,1.0,1.0,0,1,0,0.0,True,True,0,4.44,3.47,3.52,2.91,5.0,5.0,4.28,5.0,4.202500000000001,0.7200000000000002,-1.2400000000000002,-0.1499999999999999,1.0,8.0,2024-10-25
E11147,Willie Hamilton,2023-12-27,,active,Insurance,Client-Advisory,1,Senior Adviser,137900.0,1.16,Male,18-24,Southeast Asian,Full-time,False,True,E07488,agency,NovaCorp-Origin,WorkdayHR,19.0,24,False,,0,9.95400788436268,Meets Expectations,72.0,False,1.0,0.0,0,0,1,0.0,True,False,1,,,,,,,,,,0.0,0.0,0.0,0.3333333333333333,4.0,2024-10-25
E11148,Daniel Smith,2024-01-01,,active,Insurance,Corporate-Support,1,Specialist,101000.0,1.08,Male,35-39,Anglo-Australian,Full-time,False,False,E02514,agency,NovaCorp-Origin,WorkdayHR,42.0,24,False,,0,9.789750328515112,Unsatisfactory,29.9,False,1.0,0.0,0,0,0,0.0,True,True,0,2.66,2.13,2.92,2.26,2.61,4.68,2.69,3.67,2.9524999999999997,-0.13999999999999968,-0.26000000000000023,-0.8399999999999999,1.0,3.0,2024-10-25
E11149,Michael Williams,2024-01-03,,active,Technology,Management,1,Coordinator,92800.0,0.89,Male,18-24,Anglo-Australian,Full-time,True,False,E00943,agency,NovaCorp-Origin,WorkdayHR,57.0,24,False,,0,9.724047306176084,Outstanding,77.8,True,1.0,1.0,0,1,0,0.0,True,True,0,3.46,3.78,4.63,2.99,2.25,2.72,2.47,1.96,3.0324999999999998,-0.08000000000000007,-0.44999999999999973,1.08,0.6666666666666666,3.0,2024-10-25
E11150,Riley Hurst,2024-01-03,,active,Corporate Operations,Corporate-Support,1,Specialist,88900.0,0.94,Male,25-29,Anglo-Australian,Full-time,False,False,E01007,agency,NovaCorp-Origin,WorkdayHR,42.0,24,False,,0,9.724047306176084,Below Expectations,49.0,False,1.0,0.0,0,0,0,0.0,True,True,0,1.17,1.62,1.99,1.6,3.79,2.37,1.03,1.0,1.82125,0.10999999999999988,0.6000000000000001,-1.07,1.0,3.0,2024-10-25
E11151,Ralph Luna,2024-01-03,,active,Retail Banking,Risk-Compliance,1,Compliance Officer,76400.0,0.98,Prefer not to say,35-39,Anglo-Australian,Full-time,False,True,E01165,agency,NovaCorp-Origin,WorkdayHR,71.0,24,False,,0,9.724047306176084,Meets Expectations,65.9,False,1.0,0.0,0,0,1,0.0,True,True,0,4.11,3.73,3.84,3.13,4.22,2.47,3.52,3.09,3.51375,0.0,0.0,0.0,0.3333333333333333,3.0,2024-10-25
E11152,Rhonda Mckenzie,2024-01-09,,active,Retail Banking,Management,1,Administration Officer,78400.0,0.85,Female,18-24,South Asian,Full-time,False,False,E01137,referral,NovaCorp-Origin,WorkdayHR,70.0,24,False,,0,9.526938239159001,Outstanding,96.1,False,1.0,0.0,0,0,0,0.0,True,False,1,,,,,,,,,,0.5800000000000001,0.029999999999999805,0.6399999999999999,0.6666666666666666,2.0,2024-10-25
E11153,Jeffrey Morgan,2024-01-09,,active,Technology,Client-Advisory,1,Client Service Officer,67900.0,0.9,Male,35-39,Anglo-Australian,Full-time,False,False,E01604,agency,NovaCorp-Origin,WorkdayHR,14.0,24,False,,0,9.526938239159001,Meets Expectations,40.2,False,1.0,0.0,0,0,0,0.0,True,True,0,3.28,4.23,3.47,2.83,4.29,3.69,4.43,3.77,3.7487500000000002,-0.020000000000000018,-0.6400000000000001,0.1200000000000001,1.0,2.0,2024-10-25
E11154,Dawn Turner,2024-01-09,,active,Retail Banking,Technology,3,"Senior Manager, Retail Banking",174200.0,0.92,Female,25-29,Anglo-Australian,Full-time,False,False,E10035,direct,NovaCorp-Origin,WorkdayHR,59.0,24,False,,0,9.526938239159001,High Performer,93.1,False,1.0,0.0,0,0,0,0.0,True,True,0,2.52,3.88,3.54,2.74,2.03,2.84,2.59,4.98,3.1399999999999997,-0.6400000000000001,0.3500000000000001,0.6000000000000001,0.6666666666666666,6.0,2024-10-25
E11155,Steve Arnold,2024-01-14,,active,Technology,Technology,1,Engineer,87400.0,0.98,Male,18-24,Anglo-Australian,Fixed-term,False,False,E00608,agency,NovaCorp-Origin,WorkdayHR,62.0,23,False,,0,9.362680683311432,Meets Expectations,62.7,False,1.0,0.0,0,0,0,0.0,True,True,0,4.21,3.27,4.05,2.93,5.0,1.49,3.91,3.58,3.555,1.17,-0.7399999999999998,-0.20999999999999996,0.6666666666666666,2.0,2024-10-25
E11156,Linda Thompson,2024-01-14,,active,Corporate Operations,Corporate-Support,2,"Manager, Corporate Operations",138100.0,0.88,Female,30-34,Anglo-Australian,Part-time,True,False,E04315,agency,NovaCorp-Origin,WorkdayHR,46.0,23,False,,0,9.362680683311432,High Performer,76.2,True,1.0,1.0,0,1,0,0.0,True,True,0,3.56,3.19,2.65,4.34,2.95,3.21,1.0,3.91,3.1012500000000003,0.1299999999999999,1.2199999999999998,0.6699999999999999,1.0,19.0,2024-10-25
E11157,Rebecca Hall,2024-01-16,,active,Wealth Management,Corporate-Support,1,Specialist,100700.0,0.99,Female,30-34,South Asian,Full-time,False,True,E07473,referral,NovaCorp-Origin,WorkdayHR,74.0,23,False,,0,9.296977660972404,Meets Expectations,58.2,False,1.0,0.0,0,0,1,0.0,True,True,0,2.99,2.24,2.46,2.25,4.17,1.8,2.86,2.84,2.70125,-0.13999999999999968,-0.31999999999999984,0.99,1.0,4.0,2024-10-25
E11158,Jordan Hammond,2024-01-17,,active,Corporate Operations,Corporate-Support,2,"Manager, Corporate Operations",164500.0,0.89,Male,18-24,Anglo-Australian,Full-time,False,False,E05035,agency,NovaCorp-Origin,WorkdayHR,77.0,23,False,,0,9.264126149802891,High Performer,75.5,False,1.0,0.0,0,0,0,0.0,True,True,0,3.01,5.0,3.88,4.3,5.0,5.0,5.0,2.49,4.21,-0.8400000000000003,0.019999999999999574,-0.020000000000000018,1.0,5.0,2024-10-25
E11159,Brandon Thomas,2024-01-18,,active,Technology,Risk-Compliance,1,Compliance Officer,58400.0,0.95,Male,35-39,Southeast Asian,Full-time,False,False,E03662,agency,NovaCorp-Origin,WorkdayHR,79.0,23,False,,0,9.231274638633376,High Performer,87.6,False,1.0,0.0,0,0,0,0.0,True,True,0,2.96,3.43,2.3,5.0,2.61,2.11,3.82,4.46,3.33625,0.0,0.0,0.0,0.3333333333333333,6.0,2024-10-25
E11160,Sarah Morris,2024-01-18,,active,Technology,Technology,1,Engineer,103400.0,0.92,Female,25-29,Anglo-Australian,Full-time,False,True,E01896,agency,NovaCorp-Origin,WorkdayHR,75.0,23,False,,0,9.231274638633376,Meets Expectations,52.6,False,1.0,0.0,0,0,1,0.0,True,True,0,2.5,4.07,2.54,4.22,2.68,1.93,2.59,5.0,3.19125,-0.020000000000000018,-0.7800000000000002,-1.5899999999999999,1.0,1.0,2024-10-25
E11161,Jaime Simpson,2024-01-19,,active,Insurance,Corporate-Support,1,Graduate,81700.0,0.91,Male,30-34,Anglo-Australian,Full-time,False,False,E05735,referral,NovaCorp-Origin,WorkdayHR,80.0,23,False,,0,9.198423127463863,Outstanding,80.6,False,1.0,0.0,0,0,0,0.0,True,False,1,,,,,,,,,,0.79,-0.6000000000000001,-0.20999999999999996,0.6666666666666666,1.0,2024-10-25
E11162,Derrick Clark,2024-01-20,,active,Wealth Management,Technology,1,Engineer,90300.0,1.01,Male,30-34,Anglo-Australian,Full-time,False,True,E12436,direct,NovaCorp-Origin,WorkdayHR,60.0,23,False,,0,9.165571616294349,Meets Expectations,55.0,False,1.0,0.0,0,0,1,0.0,True,True,0,5.0,3.71,4.48,4.62,3.94,5.0,3.51,4.46,4.34,0.16000000000000014,0.7400000000000002,0.3200000000000003,0.6666666666666666,7.0,2024-10-25
E11163,Sabrina Potter,2024-01-21,,active,Wealth Management,Corporate-Support,1,Senior Specialist,124800.0,0.85,Female,30-34,Maori/Aboriginal & Torres Strait Islander,Full-time,False,True,E12052,agency,NovaCorp-Origin,WorkdayHR,52.0,23,False,,0,9.132720105124836,Meets Expectations,68.1,False,1.0,0.0,0,0,1,0.0,True,True,0,4.0,4.31,2.86,4.51,3.09,2.87,2.54,3.39,3.44625,0.06000000000000005,-0.03000000000000025,-0.43999999999999995,0.6666666666666666,1.0,2024-10-25
E11164,Nancy Garcia,2024-01-22,2025-11-27,departed,Corporate Operations,Client-Advisory,2,"Manager, Corporate Operations",117900.0,0.94,Prefer not to say,18-24,East Asian,Full-time,False,False,E12810,agency,NovaCorp-Origin,WorkdayHR,82.0,22,False,2025-11-27,0,9.099868593955321,Meets Expectations,69.9,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.18999999999999995,0.15999999999999992,0.45999999999999996,1.0,3.0,2024-10-25
E11165,John Richardson,2024-01-27,,active,Technology,Client-Advisory,4,"Director, Technology",299200.0,0.95,Male,40-44,Anglo-Australian,Full-time,False,True,E00209,agency,NovaCorp-Origin,WorkdayHR,26.0,23,False,,0,8.935611038107753,Meets Expectations,81.1,False,1.0,0.0,0,0,1,0.0,True,True,0,4.31,3.35,3.77,2.58,3.37,2.77,3.32,3.33,3.35,0.2699999999999996,-0.27,0.1299999999999999,0.6666666666666666,16.0,2024-10-25
E11166,Mary Patrick,2024-01-28,,active,Wealth Management,Operations-Processing,1,Analyst,96800.0,0.91,Female,35-39,Anglo-Australian,Full-time,False,False,E01430,direct,NovaCorp-Origin,WorkdayHR,25.0,23,False,,0,8.902759526938238,Below Expectations,40.0,False,1.0,0.0,0,0,0,0.0,True,True,0,4.1,4.88,5.0,4.66,3.2,3.38,2.57,4.44,4.0287500000000005,0.7899999999999996,-0.33999999999999986,0.5300000000000002,1.0,4.0,2024-10-25
E11167,Meghan Nguyen DVM,2024-01-29,,active,Technology,Risk-Compliance,1,Risk Analyst,95500.0,0.91,Female,18-24,Latin American,Part-time,True,True,E11597,agency,NovaCorp-Origin,WorkdayHR,74.0,23,False,,0,8.869908015768726,High Performer,74.0,False,1.0,0.0,0,0,1,0.0,True,True,0,3.04,3.08,2.34,3.2,4.15,3.37,3.5,3.68,3.295,0.8399999999999999,-0.6799999999999997,-2.66,1.0,4.0,2024-10-25
E11168,Joshua Clark,2024-01-29,,active,Retail Banking,Risk-Compliance,1,Senior Risk Analyst,119800.0,0.92,Male,18-24,Latin American,Part-time,False,False,E01889,referral,NovaCorp-Origin,WorkdayHR,58.0,23,False,,0,8.869908015768726,Below Expectations,20.4,False,1.0,0.0,0,0,0,0.0,True,True,0,1.93,3.81,3.71,3.27,3.03,2.94,2.86,3.36,3.11375,-0.5000000000000002,0.5499999999999998,-0.25,0.6666666666666666,2.0,2024-10-25
E11169,Laura Valencia,2024-01-30,,active,Corporate Operations,Operations-Processing,1,Senior Analyst,123500.0,0.83,Female,35-39,Anglo-Australian,Full-time,False,False,E10102,agency,NovaCorp-Origin,WorkdayHR,28.0,23,False,,0,8.83705650459921,Meets Expectations,61.5,False,1.0,0.0,0,0,0,0.0,True,True,0,2.08,1.74,2.02,1.99,2.93,1.07,1.84,3.56,2.15375,-0.20999999999999996,-0.76,0.10000000000000009,0.6666666666666666,1.0,2024-10-25
E11170,Heather Hess,2024-01-31,,active,Corporate Operations,Operations-Processing,1,Analyst,98500.0,1.03,Female,25-29,East Asian,Full-time,False,True,E04998,referral,NovaCorp-Origin,WorkdayHR,78.0,23,False,,0,8.804204993429698,High Performer,79.3,False,1.0,0.0,0,0,1,0.0,True,True,0,2.51,2.71,1.36,3.91,1.69,5.0,4.75,3.65,3.1975,0.7899999999999998,0.8600000000000003,-2.01,1.0,18.0,2024-10-25
E11171,Jacob Shaw,2024-02-01,,active,Retail Banking,Management,1,Administration Officer,82400.0,0.94,Male,35-39,Anglo-Australian,Full-time,False,True,E13275,agency,NovaCorp-Origin,WorkdayHR,57.0,23,False,,0,8.771353482260183,Below Expectations,60.4,False,1.0,0.0,0,0,1,0.0,True,True,0,3.71,2.58,2.39,3.02,1.18,1.61,4.01,3.15,2.70625,-0.7700000000000005,0.5100000000000002,-0.17999999999999972,1.0,2.0,2024-10-25
E11172,Gina Scott,2024-02-01,,active,Risk & Compliance,Technology,1,Junior Developer,71400.0,1.08,Female,18-24,Anglo-Australian,Full-time,False,True,E13698,referral,NovaCorp-Origin,WorkdayHR,85.0,23,False,,0,8.771353482260183,Outstanding,80.6,True,1.0,1.0,0,1,0,0.0,True,True,0,4.44,4.27,3.76,3.34,3.53,3.41,3.65,3.08,3.685,0.8400000000000003,0.48999999999999977,0.48,0.6666666666666666,1.0,2024-10-25
E11173,Kerry Higgins,2024-02-01,,active,Wealth Management,Technology,1,Senior Engineer,137400.0,0.9,Male,25-29,Southeast Asian,Full-time,False,False,E02919,agency,NovaCorp-Origin,WorkdayHR,21.0,23,False,,0,8.771353482260183,Meets Expectations,51.4,False,1.0,0.0,0,0,0,0.0,True,True,0,1.8,3.38,4.93,4.62,2.07,1.39,4.98,4.01,3.3975,-0.9799999999999998,-0.3799999999999999,1.1099999999999999,1.0,2.0,2024-10-25
E11174,Linda Young,2024-02-04,,active,Technology,Corporate-Support,1,Graduate,61000.0,0.87,Female,25-29,Anglo-Australian,Full-time,False,False,E01136,agency,NovaCorp-Origin,WorkdayHR,22.0,23,False,,0,8.672798948751643,High Performer,74.0,True,1.0,1.0,0,1,0,0.0,False,,0,,,,,,,,,,0.28000000000000025,-0.6399999999999997,0.2599999999999998,1.0,4.0,2024-10-25
E11175,Megan Potts,2024-02-04,,active,Risk & Compliance,Corporate-Support,1,Senior Specialist,125100.0,0.92,Female,18-24,Anglo-Australian,Full-time,False,False,E11481,agency,NovaCorp-Origin,WorkdayHR,63.0,23,False,,0,8.672798948751643,Meets Expectations,76.2,False,1.0,0.0,0,0,0,0.0,True,True,0,2.82,2.14,1.96,3.98,2.97,1.9,3.2,3.8,2.84625,0.2799999999999998,-0.27,-0.69,1.0,1.0,2024-10-25
E11176,James Graham,2024-02-07,,active,Retail Banking,Client-Advisory,1,Client Service Officer,73100.0,0.88,Male,18-24,African,Full-time,False,False,E01316,agency,NovaCorp-Origin,WorkdayHR,82.0,23,False,,0,8.5742444152431,Meets Expectations,50.0,False,1.0,0.0,0,0,0,0.0,True,True,0,2.76,3.74,3.38,2.45,2.83,4.18,3.68,3.53,3.3187499999999996,0.5699999999999998,0.9000000000000001,-0.22999999999999998,0.6666666666666666,2.0,2024-10-25
E11177,John Johnson,2024-02-08,,active,Technology,Technology,1,Junior Developer,81500.0,0.92,Male,35-39,Anglo-Australian,Full-time,False,False,E02169,referral,NovaCorp-Origin,WorkdayHR,60.0,23,False,,0,8.541392904073588,Meets Expectations,71.9,False,1.0,0.0,0,0,0,0.0,True,True,0,2.23,5.0,4.47,2.96,2.92,3.22,3.54,1.38,3.215,-1.6600000000000001,-0.8199999999999998,0.4500000000000002,1.0,2.0,2024-10-25
E11178,Randy Hicks,2024-02-08,,active,Retail Banking,Risk-Compliance,1,Risk Analyst,107900.0,0.92,Male,30-34,Southeast Asian,Full-time,False,False,E10371,referral,NovaCorp-Origin,WorkdayHR,26.0,23,False,,0,8.541392904073588,Unsatisfactory,23.8,False,1.0,0.0,0,0,0,0.0,True,True,0,2.31,1.5,1.85,2.36,4.33,3.88,3.57,2.18,2.7475,-0.18000000000000016,0.06000000000000005,0.040000000000000036,0.6666666666666666,2.0,2024-10-25
E11179,Heather Maddox,2024-02-09,,active,Retail Banking,Technology,1,Junior Developer,71100.0,1.03,Female,25-29,Anglo-Australian,Full-time,False,True,E00462,agency,NovaCorp-Origin,WorkdayHR,53.0,23,False,,0,8.508541392904073,High Performer,71.6,True,1.0,1.0,0,1,0,0.0,True,True,0,3.41,2.57,4.06,4.84,4.1,3.62,4.1,3.07,3.72125,-0.06000000000000005,0.20999999999999996,-0.20999999999999996,1.0,7.0,2024-10-25
E11180,Michael Myers,2024-02-11,,active,Risk & Compliance,Corporate-Support,1,Specialist,101900.0,0.99,Male,35-39,Anglo-Australian,Full-time,False,True,E00186,agency,NovaCorp-Origin,WorkdayHR,52.0,22,False,,0,8.442838370565045,High Performer,75.8,True,1.0,1.0,0,1,0,0.0,True,True,0,3.0,4.14,2.61,2.83,5.0,3.19,3.14,4.25,3.5199999999999996,-0.43000000000000016,-0.06999999999999984,0.27,1.0,3.0,2024-10-25
E11181,Sean Cain,2024-02-13,,active,Retail Banking,Client-Advisory,1,Client Service Officer,72100.0,0.98,Male,40-44,Maori/Aboriginal & Torres Strait Islander,Fixed-term,False,False,E00564,agency,NovaCorp-Origin,WorkdayHR,29.0,22,False,,0,8.377135348226018,High Performer,75.1,True,1.0,1.0,0,1,0,0.0,True,False,1,,,,,,,,,,,,,0.0,3.0,2024-10-25
E11182,Ashley Wade,2024-02-15,,active,Technology,Corporate-Support,1,Graduate,67600.0,0.76,Female,25-29,East Asian,Full-time,True,False,E09650,agency,NovaCorp-Origin,WorkdayHR,62.0,22,False,,0,8.31143232588699,High Performer,73.6,False,1.0,0.0,0,0,0,0.0,True,False,1,,,,,,,,,,1.2600000000000002,0.14999999999999947,-0.17000000000000037,0.6666666666666666,2.0,2024-10-25
